,Unnamed: 0,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas
0,0.0,0.5425219941348973,0.5439110070257611,0.04716617164617527,0.04716564050443041,0.000478208747944685,0.0006700488178424428,0.0005509338328466751,0.0010648628558788402,0.7653061224489796,0.6620370370370371,0.14136125654450263,0.0,1.0,0.0,0.6563504823151126,0.25680686513401846,0.81667843097711,0.005718206770356815,1.0,1.0,1.0,0.32238310770680156,0.23554866395009197,0.24453471716721067,0.5915166187522066,0.8244433262045541,0.09772985244040863
1,0.0012804097311139564,0.05219941348973607,0.08548009367681499,0.22293020016482137,0.22293472598043523,0.0124923846894591,0.016559777926677514,0.0068315795272987714,0.02112100217027384,0.6122448979591837,0.47685185185185186,0.17539267015706805,0.0,1.0,0.0,0.1277130225080386,0.5933891302044709,0.8847433699707573,0.04894784995425434,0.3448660714285714,0.537620849096259,1.0,0.6102771007844021,0.5378096714867838,0.43325427947495715,0.5574721339587432,0.6301421562460687,1.0
2,0.002560819462227913,0.02404692082111437,0.12470725995316159,0.24502377058332045,0.2450280312145199,0.042586781786142426,0.025078970039245717,0.007382513360145447,0.058436150157136935,0.20408163265306123,0.4027777777777778,0.06544502617801047,0.0,1.0,0.0,0.06069131832797428,0.4784405127661829,0.37329837652515885,0.14730100640439156,0.6655844155844156,0.4706809583858764,0.0,0.7192946525487947,0.7021023403411346,0.4287928241012516,0.18636203157310735,0.5113221788904265,1.0
3,0.0038412291933418692,0.02404692082111437,0.11007025761124122,0.16764862138746245,0.16765947488260655,0.07036219399553235,0.062218818799655407,0.022973940829706354,0.10695008715259313,0.19387755102040816,0.4861111111111111,0.1806282722513089,0.0,1.0,0.0,0.058782154340836015,0.5358618497722217,0.9403045275789049,0.12225526075022872,0.2218952922077922,0.3086380832282472,0.0,0.7639420812255515,0.6782301395550107,0.5060934087867189,0.4699651989711,0.5664863504843377,1.0
4,0.005121638924455826,0.02404692082111437,0.12060889929742388,0.1759730605533027,0.17597733909986005,0.04256057856707696,0.02498324877955394,0.007492700126714782,0.058347203093666866,0.2193877551020408,0.4074074074074074,0.060209424083769635,0.0,1.0,0.0,0.06079180064308682,0.4549210721474733,0.38902894020369067,0.14169716376944191,0.6412337662337663,0.4631147540983606,0.0,0.7192332111331845,0.6957556525188417,0.4287928241012516,0.19423009028093005,0.5108818719335766,1.0
5,0.006402048655569782,0.0563049853372434,0.0977751756440281,0.0624336396801438,0.06243933142976145,0.015748134658342777,0.021920168469417058,0.009200595008539474,0.025958393824813453,0.5918367346938775,0.47685185185185186,0.06544502617801047,0.0,1.0,0.0,0.14208199356913184,0.655366034537557,0.9149944539679338,0.06232845379688929,0.31919642857142855,0.4682639764606978,1.0,0.6308599750138243,0.5696873535032996,0.4506304740883368,0.5423412518283149,0.6143540067933074,1.0
6,0.0076824583866837385,0.0281524926686217,0.10070257611241218,0.03204529413713141,0.03204796682886464,0.02609185538443398,0.015698286589451518,0.005399151561897416,0.035609452165459826,0.20918367346938777,0.41203703703703703,0.07591623036649214,0.0,1.0,0.0,0.07084003215434083,0.3775823710138786,0.36684481193909446,0.10658737419945105,0.7738433441558442,0.4585960487599832,0.0,0.6757326888811518,0.6525549024557354,0.3947683565407284,0.18313411005194935,0.5086174361554913,1.0
7,0.008962868117797696,0.02287390029325513,0.10304449648711944,0.22108065151229098,0.22108405351495447,0.03445068226631642,0.017995596822054177,0.005839898628174757,0.04777121607458923,0.23469387755102042,0.4166666666666667,0.17539267015706805,0.0,1.0,0.0,0.05596864951768489,0.37080199173641276,0.39639003730967026,0.11424977127172918,0.7437094155844155,0.5089323245060949,0.0,0.7004526184283285,0.6675922253074177,0.412308920562613,0.1979119382660009,0.5167316643602969,1.0
8,0.010243277848911651,0.02287390029325513,0.1252927400468384,0.13055205126845776,0.1305570334720999,0.04583598095025974,0.027089116492773044,0.009035314858685473,0.06314689361655136,0.2193877551020408,0.41203703703703703,0.06544502617801047,0.0,1.0,0.0,0.05767684887459807,0.510223540629304,0.41181809014823034,0.1499313815187557,0.6262175324675325,0.42675493905002104,0.0,0.7258279230753477,0.7047347733583356,0.44029868269659755,0.20562868815251928,0.5133979116870048,1.0
9,0.011523687580025609,0.1466275659824047,0.2154566744730679,0.31332699866235064,0.31333521983902896,0.040038518732026226,0.030439360581985257,0.010798303123794832,0.05465292355452826,0.20408163265306123,0.44907407407407407,0.8717277486910995,0.0,1.0,0.0,0.3015474276527331,0.5933891302044709,0.9180195623676515,0.08268526989935956,0.37540584415584416,0.5519125683060109,0.0,0.7138058860876155,0.645090332119289,0.48209547514499734,0.4588187824683512,0.508680337149327,1.0
